Date,XLE_returns,XLE_vol_5d,XLE_mom_5d,XLE_op_cl_diff,XLE_vol_ratio,QQQ_returns,QQQ_vol_5d,QQQ_mom_5d,QQQ_op_cl_diff,QQQ_vol_ratio,VXX_returns,VXX_vol_5d,VXX_mom_5d,VXX_op_cl_diff,VXX_vol_ratio,XLF_returns,XLF_vol_5d,XLF_mom_5d,XLF_op_cl_diff,XLF_vol_ratio,XLP_returns,XLP_vol_5d,XLP_mom_5d,XLP_op_cl_diff,XLP_vol_ratio,XLC_returns,XLC_vol_5d,XLC_mom_5d,XLC_op_cl_diff,XLC_vol_ratio,XLB_returns,XLB_vol_5d,XLB_mom_5d,XLB_op_cl_diff,XLB_vol_ratio,XLU_returns,XLU_vol_5d,XLU_mom_5d,XLU_op_cl_diff,XLU_vol_ratio,XLV_returns,XLV_vol_5d,XLV_mom_5d,XLV_op_cl_diff,XLV_vol_ratio,IWM_returns,IWM_vol_5d,IWM_mom_5d,IWM_op_cl_diff,IWM_vol_ratio,XLY_returns,XLY_vol_5d,XLY_mom_5d,XLY_op_cl_diff,XLY_vol_ratio,DIA_returns,DIA_vol_5d,DIA_mom_5d,DIA_op_cl_diff,DIA_vol_ratio,XLK_returns,XLK_vol_5d,XLK_mom_5d,XLK_op_cl_diff,XLK_vol_ratio,SPY_returns,SPY_vol_5d,SPY_mom_5d,SPY_op_cl_diff,SPY_vol_ratio,XLI_returns,XLI_vol_5d,XLI_mom_5d,XLI_op_cl_diff,XLI_vol_ratio,XLRE_returns,XLRE_vol_5d,XLRE_mom_5d,XLRE_op_cl_diff,XLRE_vol_ratio,XLE_lag1,QQQ_lag1,VXX_lag1,XLF_lag1,XLP_lag1,XLC_lag1,XLB_lag1,XLU_lag1,XLV_lag1,IWM_lag1,XLY_lag1,DIA_lag1,XLK_lag1,SPY_lag1,XLI_lag1,XLRE_lag1,XLE_lag2,QQQ_lag2,VXX_lag2,XLF_lag2,XLP_lag2,XLC_lag2,XLB_lag2,XLU_lag2,XLV_lag2,IWM_lag2,XLY_lag2,DIA_lag2,XLK_lag2,SPY_lag2,XLI_lag2,XLRE_lag2,XLE_lag3,QQQ_lag3,VXX_lag3,XLF_lag3,XLP_lag3,XLC_lag3,XLB_lag3,XLU_lag3,XLV_lag3,IWM_lag3,XLY_lag3,DIA_lag3,XLK_lag3,SPY_lag3,XLI_lag3,XLRE_lag3
2018-06-26,0.0126,0.018192498454033194,1.0019374481040686,0.710000000000008,0.7785706065139832,0.0040999999999999995,0.008852400804301634,1.0033956055496562,0.07999999999998408,0.9448265839953497,-0.0409,0.07898561261394382,1.048433375416045,-44.80000000000018,0.032362459546925564,-0.0034000000000000002,0.0033611010100858133,0.9883720930232558,-0.10999999999999943,0.8902058443400688,-0.0042,0.00463896540189727,1.0032620092423596,-0.22999999999999687,1.0187064965197217,0.0016,0.012484710649430367,0.989333652924257,-0.18999999999999773,0.15231169348461507,0.0038,0.011930632841555421,0.9972752983375871,0.11999999999999744,0.5597465298732649,0.0012,0.006514752489542499,1.0142565391563898,0.19999999999999574,1.2540942302847065,-0.0031,0.005584084526580853,0.9926636972107756,-0.3300000000000125,0.7183462532299741,0.0058,0.009316490755644067,1.0100125308709562,0.8100000000000023,0.8313037830816691,0.0072,0.011499217364673108,0.9903922560138699,0.37000000000000455,0.7002419842710224,0.0015,0.0075017997840518425,0.9932221703789198,-0.25,0.7251041272245362,0.004,0.0098932805479275,0.987796225344118,0.060000000000002274,0.9375,0.0022,0.005259942965470235,1.0022288151854641,-0.03999999999996362,0.8343456922105058,0.0038,0.008476025011761179,0.9941972920696325,-0.05000000000001137,0.7508600158772162,0.0053,0.006270326945223828,0.9964938180476104,0.12999999999999545,0.5930297920179877,-0.0201452651774701,-0.022541802202819,0.1434573829531813,-0.0107129663834503,0.0050358318806895,-0.020598138245197,-0.0155502392344498,0.0165517241379311,-0.0091253851623607,-0.0163270170420687,-0.0217391304347824,-0.0137571736741421,-0.0207627118644068,-0.0136128703501492,-0.0126704310701005,-0.002476013618075,0.0199888174447859,-0.0022207037922788,-0.0260157848582286,-0.0047794117647058,0.0082015231400116,0.0043763676148795,0.0145631067961164,0.0069444444444444,0.0045238095238093,-0.0033258106663499,-0.0017038830598153,0.0048670756646216,-0.0032380684217936,0.001823220536756,0.0034549474847982,0.0087418045582265,-0.018521059130196,-0.0086927071573718,0.0660641944531006,-0.0029325513196482,0.0019565642731365,-0.006128904705417,-0.0106346483704974,0.003384431614573,-0.0057995028997513,-0.0093545919868212,-0.0071231413053156,-0.0079526089426276,-0.0076837105336685,-0.0062687973330435,-0.0125545851528384,0.0059673366834172
2018-06-27,0.013500000000000002,0.019209502856659257,1.0141242157052435,0.36999999999999034,1.0740006262394322,-0.013600000000000001,0.010431826302234905,0.9912120787173373,-3.0400000000000205,1.3693376179123042,0.0536,0.07496080976083438,1.0654784967067028,149.76000000000022,0.1906779661016949,-0.0124,0.004396930747692042,0.982848620432513,-0.3200000000000003,1.1078014184397162,-0.0021,0.005060829971457243,0.9993797487982632,-0.03999999999999915,1.2528387585162755,-0.0087,0.009827359767506224,0.9865777206236939,-0.7199999999999989,0.21514407737945077,-0.0031,0.011928621043523881,0.9964049915309898,-0.490000000000002,0.8618636498958023,0.0048,0.005973441219263833,1.0125248741659838,0.30999999999999517,1.2249493357351948,-0.0085,0.005517245689653463,0.9885640461266089,-0.7099999999999937,0.9224266534062655,-0.016,0.008745455962955928,0.9951394218470196,-2.8300000000000125,1.183124032341304,-0.0129,0.010958467046079006,0.9847726817908928,-1.8599999999999994,0.9521823742007228,-0.0064,0.0075268187170942445,0.9912109776451341,-2.1500000000000057,1.104129263913824,-0.013600000000000001,0.009513043676973247,0.9824571444924591,-1.1700000000000017,1.3047337278106508,-0.0083,0.005446283136231514,0.9944398499571729,-2.909999999999968,1.3647459035550131,-0.008100000000000001,0.008308248912978064,0.9913888888888889,-0.8700000000000045,1.189334931096465,-0.0028000000000000004,0.006343264143956168,0.9918344793713162,-0.1699999999999946,0.989247311827957,0.0125874125874125,0.0040868752919196,-0.0409448818897638,-0.0033607169529499,-0.0042397379071111,0.0016177957532861,0.0038187814615517,0.001163016088389,-0.0031096758760914,0.0058153622486065,0.0071625344352617,0.0014857001361892,0.0040386557046012,0.0022140221402215,0.0037662156507183,0.0052745888923364,-0.0201452651774701,-0.022541802202819,0.1434573829531813,-0.0107129663834503,0.0050358318806895,-0.020598138245197,-0.0155502392344498,0.0165517241379311,-0.0091253851623607,-0.0163270170420687,-0.0217391304347824,-0.0137571736741421,-0.0207627118644068,-0.0136128703501492,-0.0126704310701005,-0.002476013618075,0.0199888174447859,-0.0022207037922788,-0.0260157848582286,-0.0047794117647058,0.0082015231400116,0.0043763676148795,0.0145631067961164,0.0069444444444444,0.0045238095238093,-0.0033258106663499,-0.0017038830598153,0.0048670756646216,-0.0032380684217936,0.001823220536756,0.0034549474847982,0.0087418045582265
2018-06-28,-0.0014000000000000002,0.016015211519052754,1.0078948092317002,-0.20000000000000284,0.7513934167630666,0.0086,0.009270544752062867,0.9960298517888951,1.6699999999999875,1.3512490537471613,0.0182,0.07372372074169889,1.0556932026284607,-34.559999999999945,0.08287292817679558,0.0087,0.008312460526222058,0.995954753165031,0.23000000000000043,1.1035548686244203,0.0,0.005117812032499819,0.9980256281212497,0.12000000000000455,0.8323860047997979,0.01,0.012109830717231353,0.9991537717601547,0.490000000000002,0.5133791663996631,0.0038,0.011096846398864896,0.9995509188890424,0.19999999999999574,0.9120470733973366,-0.0004,0.006679221511523644,1.0063234666563217,-0.07000000000000028,0.8249232119350592,0.0013,0.005962549790148483,0.9928490869387853,0.4200000000000017,1.0793688740138656,0.0031,0.004969607630387053,0.9939952689998179,0.6500000000000057,1.2459260638793184,0.0079,0.012889453052786978,0.9968571271949861,0.7399999999999949,0.8506697064690795,0.004,0.007975775824332095,0.9971413742822542,1.6100000000000136,0.9620076681770652,0.012199999999999999,0.013239033197329806,0.9988502443230813,0.9300000000000068,1.0173754000914494,0.005699999999999999,0.004463966845755006,0.9973564843450855,1.599999999999966,1.1375441512570124,0.0014000000000000002,0.007521103642418513,0.9952105145912231,0.2400000000000091,0.9203890489913544,0.009899999999999999,0.007298972530431918,0.9965793170850894,0.3300000000000054,0.7945516458569807,0.0135359116022097,-0.0136062332829398,0.053639846743295,-0.0123641813413264,-0.0021288949100057,-0.0086816071068039,-0.0031125713297596,0.0048402710551791,-0.0085182963407317,-0.0160202360876896,-0.012946754194019,-0.0063872749000699,-0.0136474644447637,-0.0082842415316641,-0.0080600333518621,-0.0027777777777776,0.0125874125874125,0.0040868752919196,-0.0409448818897638,-0.0033607169529499,-0.0042397379071111,0.0016177957532861,0.0038187814615517,0.001163016088389,-0.0031096758760914,0.0058153622486065,0.0071625344352617,0.0014857001361892,0.0040386557046012,0.0022140221402215,0.0037662156507183,0.0052745888923364,-0.0201452651774701,-0.022541802202819,0.1434573829531813,-0.0107129663834503,0.0050358318806895,-0.020598138245197,-0.0155502392344498,0.0165517241379311,-0.0091253851623607,-0.0163270170420687,-0.0217391304347824,-0.0137571736741421,-0.0207627118644068,-0.0136128703501492,-0.0126704310701005,-0.002476013618075
2018-06-29,0.0060999999999999995,0.013795760218269962,1.0119684866452554,0.25,0.8236397748592871,0.0027,0.0106152249151867,0.9935945698632042,-0.3499999999999943,1.1214809339000802,-0.0582,0.08086410204781849,0.9753777871710875,11.519999999999982,0.08287292817679558,0.0,0.008545934706045909,0.9995489060972861,-0.33000000000000185,1.0403417052926593,-0.0006,0.003416430886173463,0.9978312226482319,-0.060000000000002274,0.7916818679314119,-0.0012,0.011539150748646974,1.0018203883495145,-0.269999999999996,0.23454193890055483,0.0034999999999999996,0.008404582083601824,1.0045669999654017,0.0799999999999983,0.8338848444738584,0.0015,0.00689405541027922,1.0031662676654567,0.1700000000000017,0.7767934312878133,0.0021,0.00526573831480446,0.998386591855901,-0.09000000000000341,0.8433107756376887,-0.0007000000000000001,0.0052445209504778595,0.9880900666087461,-0.539999999999992,1.204608938547486,0.0017000000000000001,0.013144124162529795,1.0022925263640532,-0.6000000000000085,0.813953488372093,0.0027,0.0075521520111819975,1.0022627610639934,-0.75,0.6842468114443295,-0.0004,0.01335484930652535,1.002250627578844,-0.29999999999999716,0.6122324159021407,0.0014000000000000002,0.005057964017270182,0.9954717922748921,-0.8400000000000318,1.493343534812548,0.0021,0.007267392930067909,1.0000279220416597,-0.15000000000000568,0.8819354075476162,0.0025,0.006789182572298363,0.9950717936237528,0.10999999999999943,0.8458864426419467,-0.0013627691469064,0.0086064607403915,0.0181818181818183,0.0087253414264036,0.0,0.009979633401222,0.0038161318300087,-0.0003853564547204,0.0013310745401742,0.0030603501040518,0.0078514686864954,0.0039814200398142,0.0122341974949025,0.0057174679784666,0.0014009526478007,0.0099040544722996,0.0135359116022097,-0.0136062332829398,0.053639846743295,-0.0123641813413264,-0.0021288949100057,-0.0086816071068039,-0.0031125713297596,0.0048402710551791,-0.0085182963407317,-0.0160202360876896,-0.012946754194019,-0.0063872749000699,-0.0136474644447637,-0.0082842415316641,-0.0080600333518621,-0.0027777777777776,0.0125874125874125,0.0040868752919196,-0.0409448818897638,-0.0033607169529499,-0.0042397379071111,0.0016177957532861,0.0038187814615517,0.001163016088389,-0.0031096758760914,0.0058153622486065,0.0071625344352617,0.0014857001361892,0.0040386557046012,0.0022140221402215,0.0037662156507183,0.0052745888923364
2018-07-02,-0.0146,0.011628112486556024,0.9940072241681263,-0.5699999999999932,0.9951866788083777,0.0067,0.010624123493258189,0.9938771047452437,2.7600000000000193,1.03633872651357,0.0222,0.04677576295476111,0.9989412387506618,-87.03999999999996,1.1363636363636365,0.0049,0.00812483845993262,1.004889056036104,0.34999999999999787,0.9283931225983788,-0.0058,0.0024388521890430477,0.9945641622985827,-0.07000000000000028,0.903639089546136,0.0063,0.007186445574830439,1.006502685891999,0.730000000000004,1.5168252889191027,-0.0053,0.004398067757549993,0.9986859395532196,0.10999999999999943,1.3660618996798293,0.0070999999999999995,0.003040230254438005,1.0074310796242107,0.3399999999999963,0.9044820831893076,0.0031,0.00480541361383177,1.0025552020055926,0.7200000000000131,1.236459709379128,0.0069,0.0040379450219141366,0.988301009277683,2.140000000000015,1.3101661990071227,0.0014000000000000002,0.008364986551094961,1.0026566507878343,0.9399999999999977,1.1465603190428715,0.0,0.004057462261069148,1.0019152501795547,1.8100000000000023,1.132300357568534,0.0089,0.010056440722243662,1.0089828117352373,1.2199999999999989,0.8227350203225383,0.0021,0.005455547635205835,0.9927767512178736,2.3500000000000227,1.1359979979264239,0.0022,0.0047662354117270446,1.0019819115676643,0.7200000000000131,0.9332803812549643,-0.0058,0.009085978208206313,0.9877293160004861,-0.14999999999999858,1.8824940047961631,0.0061408296943232,0.002688486265342,-0.0581632653061224,0.0,-0.0005818463925524,-0.0012099213551119,0.0034560221185415,0.0015420200462605,0.0020543806646526,-0.0006712228459847,0.0017413619283292,0.0026850627891605,-0.000431654676259,0.0014396987707185,0.0020984890878565,0.0024517315353969,-0.0013627691469064,0.0086064607403915,0.0181818181818183,0.0087253414264036,0.0,0.009979633401222,0.0038161318300087,-0.0003853564547204,0.0013310745401742,0.0030603501040518,0.0078514686864954,0.0039814200398142,0.0122341974949025,0.0057174679784666,0.0014009526478007,0.0099040544722996,0.0135359116022097,-0.0136062332829398,0.053639846743295,-0.0123641813413264,-0.0021288949100057,-0.0086816071068039,-0.0031125713297596,0.0048402710551791,-0.0085182963407317,-0.0160202360876896,-0.012946754194019,-0.0063872749000699,-0.0136474644447637,-0.0082842415316641,-0.0080600333518621,-0.0027777777777776
2018-07-03,0.0062,0.01065143182863225,0.9982520347408095,-0.30000000000001137,0.6407432897453544,-0.0116,0.010919340639434255,0.9772839166924282,-2.609999999999985,0.8771748848084726,0.0,0.04131571129727772,0.9926354550236717,0.0,0.0,-0.009000000000000001,0.008976246431554794,0.9974386017779117,-0.3099999999999987,0.46437101309066725,0.0023,0.00300049995834028,0.9981339657116198,-0.0799999999999983,0.5770951386817775,-0.012199999999999999,0.009472750392573425,0.9953900279024627,-0.7700000000000031,0.462962083281872,-0.0017000000000000001,0.004053146925538328,0.997543337600775,-0.47000000000000597,0.6099316300827636,0.0029,0.0029029295547774113,1.0071003646133179,0.12999999999999545,0.68460446509227,0.0024,0.004839628084884179,1.0048930990430736,-0.10000000000000853,0.4276408949306146,0.0004,0.006415372163795427,0.9843656760949994,0.21000000000000796,0.7777905242629345,-0.005,0.007892211350439087,0.999045906572236,-1.059999999999988,0.5128657032076137,-0.0044,0.004479062401887289,0.9983310198955648,-2.4000000000000057,0.6413398692810458,-0.0118,0.011704614474642069,0.9980402328664477,-1.039999999999992,0.46241093500072705,-0.0034999999999999996,0.005304997643731803,0.9842104880724879,-1.9700000000000273,0.7867452355200836,-0.0032,0.004494107252836868,0.9998882181980772,-0.5099999999999909,0.49670267994948786,0.0058,0.008115602257380523,0.9898323548992314,0.14999999999999858,1.083086053412463,-0.0146480401464803,0.0067031942177664,0.0222101841820152,0.0048890560361036,-0.0058218513487289,0.0062588330304866,-0.0053383847081109,0.0071208622016936,0.0031355523396046,0.0068999206203821,0.0013723696248857,0.0,0.0089247157046208,0.002138012385727,0.0022337009632837,-0.0058086212167531,0.0061408296943232,0.002688486265342,-0.0581632653061224,0.0,-0.0005818463925524,-0.0012099213551119,0.0034560221185415,0.0015420200462605,0.0020543806646526,-0.0006712228459847,0.0017413619283292,0.0026850627891605,-0.000431654676259,0.0014396987707185,0.0020984890878565,0.0024517315353969,-0.0013627691469064,0.0086064607403915,0.0181818181818183,0.0087253414264036,0.0,0.009979633401222,0.0038161318300087,-0.0003853564547204,0.0013310745401742,0.0030603501040518,0.0078514686864954,0.0039814200398142,0.0122341974949025,0.0057174679784666,0.0014009526478007,0.0099040544722996
2018-07-05,-0.001,0.008475730057051146,0.9982503622296947,-0.519999999999996,0.8035138620245004,0.0124,0.008544998537156142,0.9830946178086712,1.0100000000000193,1.053069649753629,-0.04190000000000001,0.036242626836364956,0.9629314017895183,0.0,0.0,0.0023,0.006642062932553442,0.9983448690941918,-0.08000000000000185,0.6932228812981523,0.0138,0.007261404822759844,1.009971675784736,0.490000000000002,0.9932088285229203,0.0152,0.010671082419323729,1.0069710279244066,0.38999999999999346,1.318003683659643,0.0087,0.005412023651094001,1.0044211108040895,0.09999999999999432,1.0087082728592163,0.0053,0.0029802684442848735,1.0091427259859989,0.25,0.8260934691431995,0.0103,0.0036685146858094616,1.0113573606742383,0.47999999999998977,1.0551626591230552,0.011399999999999999,0.008653785298931403,0.993036128801857,0.9799999999999898,0.955701394585726,0.005,0.0048233805572440135,1.0018308311973636,-0.09000000000000341,0.7487159225602529,0.0078000000000000005,0.00455763096355995,1.0041228612657185,0.4200000000000159,0.7608695652173914,0.0141,0.010729165857605177,1.007574018820289,0.5499999999999972,1.131169261344816,0.008199999999999999,0.006890936075744714,0.9879611341421948,0.9399999999999977,0.9394699495032839,0.0049,0.0029371755139931286,1.0032926863297709,0.09999999999999432,0.70712973785273,0.0131,0.008502176192011077,1.0009060706735127,0.36999999999999744,1.04570100697134,0.0061940812112868,-0.0115801053789589,0.0,-0.0089820359281436,0.0023423775131758,-0.0122391653290531,-0.0017313019390582,0.0028664246130325,0.0024044241404181,0.0003638568829593,-0.0050251256281407,-0.0044081901701478,-0.0118419175345984,-0.0035312293092033,-0.0032037888285276,0.0058425584255841,-0.0146480401464803,0.0067031942177664,0.0222101841820152,0.0048890560361036,-0.0058218513487289,0.0062588330304866,-0.0053383847081109,0.0071208622016936,0.0031355523396046,0.0068999206203821,0.0013723696248857,0.0,0.0089247157046208,0.002138012385727,0.0022337009632837,-0.0058086212167531,0.0061408296943232,0.002688486265342,-0.0581632653061224,0.0,-0.0005818463925524,-0.0012099213551119,0.0034560221185415,0.0015420200462605,0.0020543806646526,-0.0006712228459847,0.0017413619283292,0.0026850627891605,-0.000431654676259,0.0014396987707185,0.0020984890878565,0.0024517315353969
2018-07-06,0.006,0.009004887561763346,1.003743373954861,0.6700000000000017,0.8158079214861549,0.015600000000000001,0.00957794341181867,0.9910225283721982,2.3000000000000114,1.2633123975969416,-0.0496,0.03480158042388306,0.9393159246582655,-45.76999999999998,0.5555555555555556,0.0049,0.005752999217799389,1.0026315789473685,0.20000000000000284,0.8061618962083642,0.0031,0.007186306422634642,1.010488021982275,0.10000000000000142,1.0626937650706165,0.0158,0.011794151092808671,1.0180469219971928,0.6300000000000026,0.9115591005329634,0.005,0.005547792353720608,1.007411237504309,0.39000000000000057,0.8645038167938931,0.0078000000000000005,0.0026910964308252106,1.0119908641035402,0.30000000000000426,0.9669369931378665,0.0144,0.0055805913665130215,1.0192761886585398,0.7999999999999972,1.3586054233536249,0.0085,0.007395403978147598,1.0001426652241627,1.2800000000000011,0.9954314720812183,0.0079,0.0048233805572440135,1.007508357843585,0.8199999999999932,1.0578883000407664,0.0043,0.004592058361998505,1.0063607264229348,1.289999999999992,0.9033078880407125,0.011699999999999999,0.010642603065040085,1.0147949274534445,0.7800000000000011,1.155651859877212,0.0085,0.007025453722002584,0.9918254168317189,2.2800000000000296,1.0857992030831536,0.0034999999999999996,0.003070016286601877,1.004873972984264,0.3100000000000023,0.898379970544919,0.0042,0.005974361890612266,1.0053165780570323,0.05000000000000426,1.0278011794439763,-0.0009575923392611,0.0124187218089157,-0.0418653948065713,0.0022658610271901,0.0138266796494643,0.0152346130408287,0.0086715227193894,0.0053353658536585,0.0103142240345406,0.0113967022308438,0.0049586776859502,0.007820905404287,0.0141495812879004,0.0081579918789223,0.0048910005589715,0.013145826964231,0.0061940812112868,-0.0115801053789589,0.0,-0.0089820359281436,0.0023423775131758,-0.0122391653290531,-0.0017313019390582,0.0028664246130325,0.0024044241404181,0.0003638568829593,-0.0050251256281407,-0.0044081901701478,-0.0118419175345984,-0.0035312293092033,-0.0032037888285276,0.0058425584255841,-0.0146480401464803,0.0067031942177664,0.0222101841820152,0.0048890560361036,-0.0058218513487289,0.0062588330304866,-0.0053383847081109,0.0071208622016936,0.0031355523396046,0.0068999206203821,0.0013723696248857,0.0,0.0089247157046208,0.002138012385727,0.0022337009632837,-0.0058086212167531
2018-07-09,0.015,0.0110305031616876,1.0164385802300857,0.6499999999999915,1.0063694267515924,0.009000000000000001,0.00868659887412792,0.9954471361924567,0.6999999999999886,0.994619746982696,-0.0548,0.03402751827565449,0.9098811786364912,-33.2800000000002,4.680851063829787,0.0229,0.011440279716860107,1.0202707756750693,0.4700000000000024,1.4554353426069035,-0.0038,0.007664659157457683,1.00471260815822,-0.23999999999999488,1.2566489361702127,0.005699999999999999,0.011313399135538353,1.0176179846938775,-0.14000000000000057,0.5563248926068279,0.0089,0.006368045225970122,1.0132302405498281,0.240000000000002,0.8832684824902723,-0.0308,0.01646611672495978,0.9823845655240784,-1.6299999999999955,1.7984037075180226,0.0074,0.005020657327482096,1.0191082802547768,0.28999999999999204,1.0484945377031707,0.0063,0.006313240055629231,1.0074378198262526,0.30000000000001137,0.8785790031813362,0.012,0.006473638853071707,1.0152625930035837,0.6300000000000097,0.8281527531083481,0.0132,0.00681116730083768,1.0154214261131778,2.0600000000000023,0.9504132231404959,0.0076,0.01031818782538875,1.0163236337828245,0.1599999999999966,0.8068391866913124,0.009000000000000001,0.006791391609972134,0.9977596185606985,1.349999999999966,0.8778480133370381,0.018600000000000002,0.00809475138592907,1.018231186966641,1.019999999999996,1.242372234935164,-0.009300000000000001,0.0055310939243517,0.9976397966594044,-0.35999999999999943,1.0112359550561798,0.0060249212652334,0.0155644274720823,-0.0496448077986725,0.0048982667671439,0.003073376872839,0.0158063225290117,0.0049862448418158,0.0077710386656557,0.0143637226970561,0.0084512107408294,0.0078581871345029,0.0043112297269554,0.0116742596810934,0.0084581304236388,0.0034765679321373,0.0042245021122511,-0.0009575923392611,0.0124187218089157,-0.0418653948065713,0.0022658610271901,0.0138266796494643,0.0152346130408287,0.0086715227193894,0.0053353658536585,0.0103142240345406,0.0113967022308438,0.0049586776859502,0.007820905404287,0.0141495812879004,0.0081579918789223,0.0048910005589715,0.013145826964231,0.0061940812112868,-0.0115801053789589,0.0,-0.0089820359281436,0.0023423775131758,-0.0122391653290531,-0.0017313019390582,0.0028664246130325,0.0024044241404181,0.0003638568829593,-0.0050251256281407,-0.0044081901701478,-0.0118419175345984,-0.0035312293092033,-0.0032037888285276,0.0058425584255841
2018-07-10,0.0074,0.005687881855313104,1.017086842319045,0.09000000000000341,1.0858835143139192,0.0007000000000000001,0.008712806666052005,0.9939542813558562,-0.09000000000000341,0.9081237176077209,-0.0212,0.022677080940897137,0.9212631868743905,-24.960000000000036,1.0964912280701755,-0.0037,0.012122788458106519,1.0130450987700335,-0.120000000000001,1.0796579468385357,0.011899999999999999,0.007285808122644997,1.0111798378731414,0.490000000000002,1.2286908973946606,-0.0004,0.0116834070373329,1.0123770231672486,-0.1700000000000017,3.041973950122208,0.0085,0.004532328319969871,1.0158518670356327,0.519999999999996,1.244268445185494,0.0095,0.016812287173374126,0.9928996793403574,0.980000000000004,1.5214951172971152,0.0038,0.004874217885979213,1.0152504934674311,0.1599999999999966,0.8923884514435696,-0.0045000000000000005,0.004851494615064664,1.0058966768525592,-1.0400000000000205,1.0028821520068318,0.0022,0.006394685293272811,1.0130044193291312,0.01999999999999602,0.8457446808510638,0.005600000000000001,0.006400000000000037,1.015706507563902,0.7099999999999795,1.0128429655575015,0.0024,0.010286641823257997,1.013901053880711,0.1599999999999966,1.0831447963800904,0.0036,0.006018554643766211,1.0003156248655007,0.48999999999995225,0.9099345169310502,0.0031,0.008021034845953519,1.015956567271124,0.20000000000000284,1.0244711737868104,0.0049,0.004354882317583361,1.0033920891634867,0.14000000000000057,1.2844036697247707,0.0149720974547433,0.0090018231540565,-0.0548480232796053,0.0228721409823771,-0.0038299502106471,0.0057120346661414,0.0088964927288279,-0.0308444611623095,0.007372732592159,0.0063001485884102,0.0119673617407072,0.0132461161079313,0.007599211933577,0.0090044295984312,0.0185698447893569,-0.0093149038461539,0.0060249212652334,0.0155644274720823,-0.0496448077986725,0.0048982667671439,0.003073376872839,0.0158063225290117,0.0049862448418158,0.0077710386656557,0.0143637226970561,0.0084512107408294,0.0078581871345029,0.0043112297269554,0.0116742596810934,0.0084581304236388,0.0034765679321373,0.0042245021122511,-0.0009575923392611,0.0124187218089157,-0.0418653948065713,0.0022658610271901,0.0138266796494643,0.0152346130408287,0.0086715227193894,0.0053353658536585,0.0103142240345406,0.0113967022308438,0.0049586776859502,0.007820905404287,0.0141495812879004,0.0081579918789223,0.0048910005589715,0.013145826964231
