Date,XLE_returns,XLE_vol_5d,XLE_mom_5d,XLE_op_cl_diff,XLE_vol_ratio,QQQ_returns,QQQ_vol_5d,QQQ_mom_5d,QQQ_op_cl_diff,QQQ_vol_ratio,VXX_returns,VXX_vol_5d,VXX_mom_5d,VXX_op_cl_diff,VXX_vol_ratio,XLF_returns,XLF_vol_5d,XLF_mom_5d,XLF_op_cl_diff,XLF_vol_ratio,XLP_returns,XLP_vol_5d,XLP_mom_5d,XLP_op_cl_diff,XLP_vol_ratio,XLC_returns,XLC_vol_5d,XLC_mom_5d,XLC_op_cl_diff,XLC_vol_ratio,XLB_returns,XLB_vol_5d,XLB_mom_5d,XLB_op_cl_diff,XLB_vol_ratio,XLU_returns,XLU_vol_5d,XLU_mom_5d,XLU_op_cl_diff,XLU_vol_ratio,XLV_returns,XLV_vol_5d,XLV_mom_5d,XLV_op_cl_diff,XLV_vol_ratio,IWM_returns,IWM_vol_5d,IWM_mom_5d,IWM_op_cl_diff,IWM_vol_ratio,XLY_returns,XLY_vol_5d,XLY_mom_5d,XLY_op_cl_diff,XLY_vol_ratio,DIA_returns,DIA_vol_5d,DIA_mom_5d,DIA_op_cl_diff,DIA_vol_ratio,XLK_returns,XLK_vol_5d,XLK_mom_5d,XLK_op_cl_diff,XLK_vol_ratio,SPY_returns,SPY_vol_5d,SPY_mom_5d,SPY_op_cl_diff,SPY_vol_ratio,XLI_returns,XLI_vol_5d,XLI_mom_5d,XLI_op_cl_diff,XLI_vol_ratio,XLRE_returns,XLRE_vol_5d,XLRE_mom_5d,XLRE_op_cl_diff,XLRE_vol_ratio
2013-01-02,0.022099999999999998,,,0.04999999999999716,,0.0318,0.01549151380595195,1.0064700571772494,0.5100000000000051,1.703204047217538,,,,,,0.0285,,,0.049999999999998934,,0.0258,,,0.3999999999999986,,,,,,,0.025,,,0.07000000000000028,,0.0183,,,0.20000000000000284,,0.0197,,,-0.020000000000003126,,0.0294,0.013778062273048446,0.9990791896869246,0.45999999999999375,2.4293584874160024,0.0209,,,0.10000000000000142,,0.024399999999999998,,,0.7800000000000011,,0.0333,,,0.18999999999999773,,0.0256,0.012227305508573823,1.0008496875342616,0.9499999999999886,1.4020820253755968,0.024,,,0.09000000000000341,,,,,,
2013-01-03,-0.0003,,,0.09000000000000341,,-0.0052,0.0034737587711295656,1.0025009792991233,-0.3499999999999943,1.4578973285731873,,,,,,-0.0007000000000000001,,,-0.019999999999999574,,-0.0025,,,-0.03999999999999915,,,,,,,-0.0073,,,-0.23999999999999488,,0.0,,,0.0,,0.0015,,,0.020000000000003126,,-0.0023,0.004800729111291419,0.9956998643272701,-0.25,1.522807250514574,0.0025,,,-0.010000000000005116,,-0.001,,,-0.009999999999990905,,-0.0064,,,-0.16999999999999815,,-0.0023,0.0034058772731852117,0.9987800531841983,-0.2600000000000193,1.2402330363262508,0.0005,,,0.05999999999999517,,,,,,
2013-01-04,0.0111,,,0.6800000000000068,,-0.0033,0.0038991024608234755,0.9982239080044552,-0.2400000000000091,1.11289477132748,,,,,,0.0124,,,0.1399999999999988,,0.0028000000000000004,,,0.14000000000000057,,,,,,,0.0123,,,0.35999999999999943,,0.0051,,,0.17999999999999972,,0.0044,,,0.04999999999999716,,0.0074,0.004416446535394819,1.001055675402763,0.22999999999998977,1.0329434562945532,0.0037,,,0.0899999999999963,,0.0032,,,0.36000000000001364,,-0.0040999999999999995,,,-0.08999999999999986,,0.0044,0.0046581112051989094,1.0013134671427986,0.4000000000000057,1.0254924681344149,0.0075,,,0.14000000000000057,,,,,,
2013-01-07,-0.0078000000000000005,,,-0.22999999999998977,,0.0003,0.003104351784189369,0.9966348176191336,0.18999999999999773,0.9573707174021887,,,,,,-0.0029,,,-0.009999999999999787,,-0.0067,,,-0.18999999999999773,,,,,,,-0.0021,,,0.10000000000000142,,-0.0098,,,-0.240000000000002,,0.003,,,0.19999999999999574,,-0.0038,0.0033640749099865313,0.9970401982378854,0.10999999999999943,0.8343899690053537,-0.0025,,,0.0,,-0.0040999999999999995,,,-0.18000000000000682,,-0.0014000000000000002,,,0.05000000000000071,,-0.0027,0.004470794112906519,0.9976216186661929,0.12000000000000455,0.9705653984612127,-0.0043,,,-0.04999999999999716,,,,,,
2013-01-08,-0.0032,0.012112679307238345,0.9970732256430459,-0.04000000000000625,0.7532149418248623,-0.002,0.004246998940428368,0.9937561912766786,-0.12000000000000455,0.9591509811774129,,,,,,-0.0029,0.013662430237699296,1.0007267441860466,-0.019999999999999574,0.8693481968304148,-0.0028000000000000004,0.013012955083300642,0.9943372953577033,-0.0799999999999983,0.7314304249108011,,,,,,0.0016,0.012869537676233752,1.0034269692092008,-0.05000000000000426,0.8027829810008028,-0.0031,0.01054158432115401,0.9936348786120656,-0.04999999999999716,0.7669370229007634,0.0002,0.007950660349933206,1.0040388119982269,0.020000000000003126,0.9853641933287951,-0.0007000000000000001,0.0025189283435621767,0.9952557755775577,-0.030000000000001137,0.8333333333333334,-0.0029,0.009711230612028528,0.9981877342559413,0.00999999999999801,0.6933523945675483,-0.0034000000000000002,0.011853353955737592,0.9959133571845576,-0.2599999999999909,0.6380753138075314,-0.0037,0.016730600706489893,0.9932990388520373,-0.10999999999999943,0.6199910952804987,-0.0029,0.004141014368485047,0.9933933032118923,-0.1599999999999966,1.1100228832951946,-0.0077,0.012552688954961005,0.9942889483432805,-0.17999999999999972,0.8568181818181818,,,,,
2013-01-09,-0.0017000000000000001,0.007009778883816521,0.9957770270270271,-0.3200000000000074,0.8813680937574743,0.0038,0.004921077117867557,0.99717921017885,0.14999999999999147,0.838242995548573,,,,,,-0.0015,0.006508609682566626,0.9984025559105432,-0.05000000000000071,1.1081426679453807,0.0023,0.003955628900693289,0.9979787771601818,-0.010000000000005116,0.885737772297575,,,,,,0.006500000000000001,0.007576278769950326,1.0077198072638722,0.14000000000000057,1.1248823344838406,-0.002,0.005395646393158101,0.9936223050005645,-0.13000000000000256,1.0326975476839237,0.011000000000000001,0.0042085627000200436,1.011037527593819,0.3299999999999983,1.1108934169278997,0.0048,0.0026162950903903972,0.9979645046198883,0.25,0.8931362333941131,0.0017000000000000001,0.0030099833886584803,0.9993413198303899,0.01999999999999602,0.8452326116996776,0.0049,0.003987104212332558,1.0008683024686738,0.3100000000000023,0.7034632034632035,0.0017000000000000001,0.0030687130853176915,0.9977601303196906,0.019999999999999574,1.3982642237222758,0.0025,0.0034796551553278447,0.9938565065180966,0.04999999999998295,0.8757116665058381,0.0101,0.007563861447699845,1.0031347962382444,0.240000000000002,0.9524471635150167,,,,,
2013-01-10,0.009000000000000001,0.00817355491814914,1.0033172157876982,0.04999999999999716,1.036147561277544,0.006,0.004975640662266485,1.0027896931337552,-0.04000000000000625,1.165672754379426,,,,,,0.0131,0.00833954435206145,1.0078136304442193,0.0600000000000005,1.3189840723202755,0.0059,0.005005496978322931,1.0035922766052987,0.10000000000000142,0.9327846364883402,,,,,,0.0044,0.005403980014766896,1.0075820094904064,-0.04999999999999716,1.1673521037646315,0.0043,0.006084817170630521,0.9989829359249632,0.0799999999999983,0.9036144578313253,0.006999999999999999,0.004102682049586587,1.0129331381161542,0.12999999999999545,1.0714285714285714,0.0023,0.002912559012277844,0.9997028435585628,-0.14000000000000057,1.3519488470172096,0.0058,0.00381287293257984,1.0039475307372836,0.00999999999999801,1.2099811676082863,0.0062,0.0047909289287151845,1.00571103934936,0.3400000000000034,1.1976047904191616,0.0051,0.003879690709322075,1.0033274480510663,-0.05999999999999872,1.1754767076997346,0.0079,0.003589986072396329,1.0002176160165388,0.35000000000002274,1.2281822451855333,0.0049,0.007713624310270756,1.0059490230268218,-0.010000000000005116,1.5375525210084033,,,,,
2013-01-11,0.0013,0.0062351423399951336,1.005090847724588,0.010000000000005116,0.8502402562733582,0.0013,0.00465542694067898,1.003988962869654,0.12000000000000455,0.6804733727810651,,,,,,-0.0029,0.007025097864087022,1.0043383947939262,0.0,0.9272916576287363,0.0045000000000000005,0.0052685861481046314,1.0074605934817973,0.12000000000000455,0.7968337730870713,,,,,,-0.0015,0.0037076947015632264,1.0042735042735043,-0.05000000000000426,0.791015625,0.0011,0.005274940757961175,1.002038043478261,0.0899999999999963,1.1022016852405543,-0.0002,0.004766550115125194,1.0084564541213064,-0.04999999999999716,0.7712339743589743,-0.0015,0.004943986245935652,0.9962813405425135,-0.060000000000002274,0.9655074922250495,0.0008,0.003540762629716935,1.0041918382443595,0.04999999999999716,0.8588175331294597,0.0013,0.004682627467565622,1.0060638647429578,0.2599999999999909,0.9092741935483871,0.0014000000000000002,0.0033387123266313355,1.004071937563624,0.05000000000000071,0.637922339889057,-0.0001,0.002971195045768555,0.998899695718322,0.030000000000001137,1.063996712369709,-0.0036,0.007360163041672378,1.002513336068937,-0.02999999999999403,0.9065009065009065,,,,,
2013-01-14,0.0001,0.004737615433949868,1.004130025566825,0.04999999999999716,1.1084718923198733,-0.0045000000000000005,0.004700319138101116,1.0000600186057678,0.060000000000002274,1.1057663399675306,,,,,,-0.0029,0.007025097864087022,1.0008671773377655,-0.030000000000001137,0.8230894868047796,0.0031,0.003316624790355399,1.0079449448889388,0.12000000000000455,1.2095238095238094,,,,,,0.0003,0.0032004687156727564,1.0023118417672747,-0.05999999999999517,1.108728943338438,-0.002,0.003030346514839519,1.0003964208857175,-0.020000000000003126,0.8279506752789195,0.001,0.004971921157862422,1.0056163455020817,0.060000000000002274,0.9108755398508048,0.0006,0.004554667935206792,0.9940622440622442,0.23000000000000398,0.885970018920099,0.0025,0.0031363992092844285,1.005088014443396,-0.01999999999999602,1.2546641791044777,0.0013,0.0037473990980412034,1.0052614320634352,0.22999999999998977,0.9355961705831157,-0.0064,0.004604019982580443,0.9980310951184738,0.00999999999999801,1.1666666666666667,-0.0007000000000000001,0.0028847876871616785,0.9965148761899595,0.0800000000000125,0.7573605262712868,0.0038,0.00709683027837076,1.0048655569782332,0.0800000000000054,0.7941550190597204,,,,,
2013-01-15,0.0045000000000000005,0.004212837523570069,1.0059685599798247,0.5900000000000034,1.2004981320049812,-0.005,0.004185450991231372,0.9944519418203626,0.0,0.9798948345190226,,,,,,0.0043,0.006869643367744795,1.0031732294821867,0.120000000000001,0.9028851107676455,0.0031,0.001425482374496434,1.0072463768115945,0.17999999999999972,1.0284200385356455,,,,,,0.001,0.0032423756722502134,1.0012303906490312,0.21999999999999886,1.289334447229184,0.0028000000000000004,0.0028289574051229577,1.002376506535393,0.14000000000000057,0.9223730814639906,-0.0012,0.005256614880319844,1.0009167229566729,0.10999999999999943,1.1305544632324027,0.0043,0.004711369227729971,0.9942679777062848,0.9399999999999977,1.1997096640398175,0.0073,0.0027923108709454235,1.0088311051146817,0.509999999999998,1.6475754104620084,0.0014000000000000002,0.00235520699727222,1.0036556007965047,0.7900000000000205,0.6849630996309963,-0.006500000000000001,0.005235742545236542,0.9925246347264697,-0.05999999999999872,0.9138204026238408,0.0007000000000000001,0.002895341085260886,0.994280537602423,0.7800000000000011,0.7592574483343112,0.0028000000000000004,0.0049107025973886866,1.0040826741515692,0.3200000000000003,0.6932033577037638,,,,,
2013-01-16,0.0045000000000000005,0.0034615025639164266,1.006559665038381,0.4300000000000068,1.0381919265167996,0.0040999999999999995,0.003278261734517206,0.9956341018510214,0.15000000000000568,1.0444581661006485,,,,,,0.0007000000000000001,0.006654922989787338,1.0014388489208632,0.019999999999999574,1.2000247300305005,-0.0014000000000000002,0.002740072991728504,1.0028342780926978,0.04000000000000625,0.8396560445118867,,,,,,-0.0072,0.004264387412044082,0.9946650251359394,-0.03999999999999915,1.0336737510350538,-0.0048,0.0036806249469349657,0.9972847607195383,-0.0800000000000054,0.7607994842037396,-0.0022,0.0036210495716021344,0.9978789047435402,-0.05000000000000426,0.8082308018667798,-0.003,0.005529195239815728,0.9885678136508439,-0.05999999999998806,0.7312460600966589,-0.0022,0.0038187694353024235,1.003750815394651,-0.01999999999999602,0.7121096725057121,-0.0014000000000000002,0.002750090907588334,1.0004895270871652,0.2699999999999818,0.7626310772163966,0.0034000000000000002,0.005498636194548611,0.996532027743778,0.0799999999999983,1.0549237841761432,-0.0001,0.0027453597214208004,0.9910632447296059,0.28000000000000114,0.8388134210147362,-0.0040999999999999995,0.004277031680967536,0.9992350841407445,0.04999999999999716,1.00531208499336,,,,,
2013-01-17,0.0064,0.002584182656082962,1.0095979969397688,0.09999999999999432,1.206896551724138,0.0048,0.007994373021069232,1.0011371457641318,0.03999999999999204,0.9380857544517338,,,,,,-0.0007000000000000001,0.00299332590941916,1.0010074841681058,-0.019999999999999574,1.1900159677283806,0.0067,0.0029631064780058095,1.0063154395878342,0.0799999999999983,1.4145338208409506,,,,,,0.0077,0.0053491120758496005,1.0023082841754296,-0.020000000000003126,0.9434758155230596,0.004,0.0036002777670618717,1.001017984390906,0.01999999999999602,0.9140495867768595,0.0089,0.004432606456702422,1.0055368319691862,0.14000000000000057,0.9727800089245873,0.009300000000000001,0.004505885040699652,0.9937217309120366,0.4099999999999966,1.0580669099004392,0.0106,0.005127865052826565,1.0105194752447098,0.269999999999996,0.9006211180124224,0.006999999999999999,0.003076849037570746,1.005537377296753,0.46000000000000796,1.4686468646864685,0.0040999999999999995,0.005252142420003481,1.0014291547570437,-0.030000000000001137,0.8368476541908276,0.006500000000000001,0.002631539473388096,0.9943029130388046,0.30000000000001137,1.0038705612313787,0.010700000000000001,0.006084981511886457,1.007990635179153,0.22999999999999687,1.5715040972772931,,,,,
2013-01-18,0.009899999999999999,0.0035513377761063492,1.0144486271036315,0.6599999999999966,1.3266719430154332,-0.0022,0.008046924878486168,0.9995508309627189,0.060000000000002274,0.8988985051140834,,,,,,0.0014000000000000002,0.002658571044753185,1.0018699654775605,0.02999999999999936,1.1285397001665742,0.0040999999999999995,0.002924380276229477,1.0073452256033577,0.0799999999999983,1.1541598694942903,,,,,,0.0067,0.005972018084366458,1.0072716099959034,0.3300000000000054,1.0951411854489952,0.0079,0.005020159360020359,1.007340485601355,0.20000000000000284,1.1575841721624436,0.0034000000000000002,0.004428543778715528,1.006919417615684,0.11999999999999744,1.224572823433686,0.0028000000000000004,0.003980326619763873,0.9929149570637429,0.22999999999998977,0.717414101535994,0.0012,0.0050721790189227345,1.0078491665318012,-0.03999999999999915,0.9511754068716094,0.0019,0.003058267483396445,1.005422737078519,0.28000000000000114,1.1378353376503239,-0.0014000000000000002,0.005106172735033552,1.001431102630503,0.07000000000000028,0.9527326440177253,0.0022,0.0023668544526437804,0.9935163230585808,0.36000000000001364,1.2494117301017706,0.008100000000000001,0.005666833330882424,1.0118082302858302,0.1599999999999966,1.3068998562529948,,,,,
